"Ensembl.ID","Gene.name","Category","Function","Multiple.functions","Inheritance","List","MitoCarta2.0","OMIM..07.2020.","OMIM_entrez_ID","OMIM_phenotype","OMIM_MIM.number","OMIM_inheritance","S..Stenton.2020","S..Rahman.2020","A..Frazier.2019","M..Falk.2020"
"ENSG00000183032","SLC25A21","Metabolism of substrates","Mitochondrial carriers","no","AR",413,"yes","yes","89874","?Mitochondrial DNA depletion syndrome 18","618811","AR","no","yes","no","yes"
"ENSG00000177542","SLC25A22","Metabolism of substrates","Mitochondrial carriers","no","AR",413,"yes","yes","79751","Epileptic encephalopathy, early infantile, 3, 609304 Y-Autosomal recessive","609302","AR","no","yes","no","no"
"ENSG00000085491","SLC25A24","Metabolism of substrates","Mitochondrial carriers","no","AD",413,"yes","yes","29957","Fontaine progeroid syndrome, 612289 Y-Autosomal dominant","608744","AD","no","yes","yes","yes"
"ENSG00000144741","SLC25A26","Metabolism of substrates","Mitochondrial carriers ","no","AR",272,"yes","yes","115286","Combined oxidative phosphorylation deficiency 28, 616794 Y-Autosomal recessive","611037","AR","yes","yes","yes","yes"
"ENSG00000075415","SLC25A3","Metabolism of substrates","Mitochondrial carriers","no","AR",272,"yes","no",".","Mitochondrial phosphate carrier deficiency",".",".","yes","yes","yes","yes"
"ENSG00000164933","SLC25A32","Metabolism of cofactors","Riboflavin metabolism and transport","no","AR",272,"yes","yes","81034","?Exercise intolerance, riboflavin-responsive, 616839 Y-Autosomal recessive","610815","AR","yes","yes","yes","yes"
"ENSG00000144659","SLC25A38","Metabolism of cofactors","Haem biosynthesis","no","AR",413,"yes","yes","54977","Anemia, sideroblastic, 2, pyridoxine-refractory, 205950 Y-Autosomal recessive","610819","AR","yes","yes","no","no"
"ENSG00000151729","SLC25A4","Metabolism of substrates","Mitochondrial carriers","no","AR/AD",272,"yes","yes","291","Mitochondrial DNA depletion syndrome 12B (cardiomyopathic type) AR, 615418 Y-Autosomal recessive; Mitochondrial DNA depletion syndrome 12A (cardiomyopathic type) AD, 617184 Y-Autosomal dominant; Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 2, 609283 Y-Autosomal dominant","103220","AR+AD","yes","yes","yes","yes"
"ENSG00000181035","SLC25A42","Metabolism of cofactors","CoA metabolism and transport","no","AR",272,"yes","yes","284439","Metabolic crises, recurrent, with variable encephalomyopathic features and neurologic regression, 618416 Y-Autosomal recessive","610823","AR","yes","yes","yes","yes"
"ENSG00000164209","SLC25A46","Mitochondrial dynamics, homeostasis, and quality control ","Fission / MICOS complex","yes","AR",272,"yes","yes","91137","Neuropathy, hereditary motor and sensory, type VIB, 616505 Y-Autosomal recessive","610826","AR","yes","yes","yes","yes"
"ENSG00000169359","SLC33A1","Metabolism of cofactors","CoA metabolism and transport","no","AR/AD",413,"no","yes","9197","Spastic paraplegia 42, autosomal dominant, 612539 Y-Autosomal dominant; Congenital cataracts, hearing loss, and neurodegeneration, 614482 Y-Autosomal recessive","603690","AR+AD","no","yes","no","no"
"ENSG00000138821","SLC39A8","Others / Unknown function","Others / Unknown function","no","AR",413,"no","yes","64116","Congenital disorder of glycosylation, type IIn, 616721 Y-Autosomal recessive","608732","AR","no","yes","yes","yes"
"ENSG00000132517","SLC52A1","Metabolism of cofactors","Riboflavin metabolism and transport","no","AD",413,"no","yes","55065","Riboflavin deficiency, 615026 Y-Autosomal dominant","607883","AD","no","yes","no","no"
"ENSG00000185803","SLC52A2","Metabolism of cofactors","Riboflavin metabolism and transport","no","AR",413,"no","yes","79581","Brown-Vialetto-Van Laere syndrome 2, 614707 Y-Autosomal recessive","607882","AR","no","yes","no","no"
"ENSG00000101276","SLC52A3","Metabolism of cofactors","Riboflavin metabolism and transport","no","AR",413,"no","yes","113278","Brown-Vialetto-Van Laere syndrome 1, 211530 Y-Autosomal recessive; ?Fazio-Londe disease, 211500 Y-Autosomal recessive","613350","AR","no","yes","no","no"
"ENSG00000133104","SPART","Others / Unknown function","Others / Unknown function","no","AR",413,"no","yes","23111","Troyer syndrome, 275900 Y-Autosomal recessive","607111","AR","no","yes","no","no"
"ENSG00000145375","SPATA5","Others / Unknown function","Others / Unknown function","no","AR",413,"no","yes","166378","Epilepsy, hearing loss, and mental retardation syndrome, 616577 Y-Autosomal recessive","613940","AR","no","yes","no","no"
"ENSG00000197912","SPG7","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial protein quality control","no","AR/AD",272,"yes","yes","6687","Spastic paraplegia 7, autosomal recessive, 607259 Y-Autosomal dominant, Autosomal recessive","602783","AD","yes","yes","yes","yes"
"ENSG00000137767","SQOR","Metabolism of toxic compounds","Metabolism of toxic compounds","no","AR",413,"yes","no",".",".",".",".","yes","yes","no","no"
"ENSG00000106028","SSBP1","Mitochondrial DNA replication and expression","Replication, maintenance, and transcription","no","AR/AD",413,"yes","no",".",".",".",".","yes","yes","no","no"
"ENSG00000170581","STAT2","Mitochondrial dynamics, homeostasis, and quality control ","Fission","no","AR",272,"no","yes","6773","Immunodeficiency 44, 616636 Y-Autosomal recessive","600556","AR","yes","yes","yes","yes"
"ENSG00000136854","STXBP1","Others / Unknown function","Others / Unknown function","no","AD",413,"no","yes","6812","Epileptic encephalopathy, early infantile, 4, 612164 Y-Autosomal dominant","602926","AD","no","yes","no","no"
"ENSG00000136143","SUCLA2","Metabolism of substrates","Tricarboxylic acid cycle enzymes","no","AR",272,"yes","yes","8803","Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria), 612073 Y-Autosomal recessive","603921","AR","yes","yes","yes","yes"
"ENSG00000163541","SUCLG1","Metabolism of substrates","Tricarboxylic acid cycle enzymes","no","AR",272,"yes","yes","8802","Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria), 245400 Y-Autosomal recessive","611224","AR","yes","yes","yes","yes"
"ENSG00000148290","SURF1","OXPHOS subunits, assembly factors, and electron carriers","CIV assembly factors","no","AR",272,"yes","yes","6834","Leigh syndrome, due to COX IV deficiency, 256000 Y-Mitochondrial, Autosomal recessive; Charcot-Marie-Tooth disease, type 4K, 616684 Y-Autosomal recessive","185620","AR","yes","yes","yes","yes"
"ENSG00000136463","TACO1","OXPHOS subunits, assembly factors, and electron carriers","CIV assembly factors","no","AR",272,"yes","yes","51204","Mitochondrial complex IV deficiency","220110","AR","yes","yes","yes","yes"
"ENSG00000183597","TANGO2","Others / Unknown function","Others / Unknown function","no","AR",413,"no","yes","128989","Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration, 616878 Y-Autosomal recessive","616830","AR","no","yes","no","no"
"ENSG00000143374","TARS2","Mitochondrial DNA replication and expression","Mitochondrial tRNA synthetases","no","AR",272,"yes","yes","80222","?Combined oxidative phosphorylation deficiency 21, 615918 Y-Autosomal recessive","612805","AR","yes","yes","yes","yes"
"ENSG00000102125","TAZ","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial membrane phospholipid and import machinery","no","XLR",272,"no","yes","6901","Barth syndrome, 302060 Y-X-linked recessive","300394","XLR","yes","yes","yes","yes"
"ENSG00000108064","TFAM","Mitochondrial DNA replication and expression","Replication, maintenance, and transcription","no","AR",413,"yes","yes","7019","?Mitochondrial DNA depletion syndrome 15 (hepatocerebral type), 617156 Y-Autosomal recessive","600438","AR","no","yes","yes","yes"
"ENSG00000113272","THG1L","Mitochondrial DNA replication and expression","RNA processing","no","AR",413,"yes","yes","54974","Spinocerebellar ataxia, autosomal recessive 28, 618800 Y-Autosomal recessive","618802","AR","yes","yes","no","no"
"ENSG00000177370","TIMM22","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial membrane phospholipid and import machinery","no","AR",413,"yes","yes","29928","?Combined oxidative phosphorylation deficiency 43","618851","AR","yes","yes","no","yes"
"ENSG00000105197","TIMM50","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial membrane phospholipid and import machinery","no","AR",272,"yes","yes","92609","3-methylglutaconic aciduria, type IX, 617698 Y-Autosomal recessive","607381","AR","yes","yes","yes","yes"
"ENSG00000126953","TIMM8A","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial membrane phospholipid and import machinery","no","XLR",272,"yes","yes","1678","Mohr-Tranebjaerg syndrome, 304700 Y-X-linked recessive","300356","XLR","yes","yes","yes","yes"
"ENSG00000113845","TIMMDC1","OXPHOS subunits, assembly factors, and electron carriers","CI assembly factors","no","AR",272,"yes","yes","51300","Mitochondrial complex I deficiency, nuclear type 31, 618251 Y-Autosomal recessive","615534","AR","yes","yes","yes","yes"
"ENSG00000166548","TK2","Mitochondrial DNA replication and expression","Nucleotide pool maintenance","no","AR",272,"yes","yes","7084","Mitochondrial DNA depletion syndrome 2 (myopathic type), 609560 Y-Autosomal recessive; ?Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 3, 617069 Y-Autosomal recessive","188250","AR","yes","yes","yes","yes"
"ENSG00000171202","TMEM126A","OXPHOS subunits, assembly factors, and electron carriers","CI assembly factors","no","AR",413,"yes","yes","84233","Optic atrophy 7, 612989 Y-Autosomal recessive","612988","AR","no","yes","no","no"
"ENSG00000171204","TMEM126B","OXPHOS subunits, assembly factors, and electron carriers","CI assembly factors","no","AR",272,"yes","yes","55863","Mitochondrial complex I deficiency, nuclear type 29, 618250 Y-Autosomal recessive","615533","AR","yes","yes","yes","yes"
"ENSG00000164983","TMEM65","Others / Unknown function","Others / Unknown function","no","AR",272,"yes","no",".",".",".",".","yes","yes","yes","yes"
"ENSG00000175606","TMEM70","OXPHOS subunits, assembly factors, and electron carriers","CV assembly factors","no","AR",272,"yes","yes","54968","Mitochondrial complex V (ATP synthase) deficiency, nuclear type 2, 614052 Y-Autosomal recessive","612418","AR","yes","yes","yes","yes"
"ENSG00000154174","TOMM70","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial membrane phospholipid and import machinery","no","AR",413,"yes","no",".",".",".",".","yes","no","no","no"
"ENSG00000177302","TOP3A","Mitochondrial DNA replication and expression","Replication, maintenance, and transcription","no","AR",413,"yes","yes","7156","Microcephaly, growth restriction, and increased sister chromatid exchange 2, 618097 Y-Autosomal recessive; ?Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 5, 618098 Y-Autosomal recessive","601243","AR","no","yes","no","yes"
"ENSG00000196511","TPK1","Metabolism of cofactors","Thiamine metabolism and transport","no","AR",272,"no","yes","27010","Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type), 614458 Y-Autosomal recessive","606370","AR","yes","yes","yes","yes"
"ENSG00000182606","TRAK1","Others / Unknown function","Others / Unknown function","no","AR",413,"no","yes","22906","Epileptic encephalopathy, early infantile, 68, 618201 Y-Autosomal recessive","608112","AR","no","yes","yes","yes"
"ENSG00000126602","TRAP1","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial protein quality control","no","AR",413,"yes","no",".",".",".",".","no","yes","no","no"
"ENSG00000043514","TRIT1","Mitochondrial DNA replication and expression","RNA processing","no","AR",272,"yes","yes","54802","Combined oxidative phosphorylation deficiency 35, 617873 Y-Autosomal recessive","617840","AR","yes","yes","yes","yes"
"ENSG00000174173","TRMT10C","Mitochondrial DNA replication and expression","RNA processing","no","AR",272,"yes","yes","54931","Combined oxidative phosphorylation deficiency 30, 616974 Y-Autosomal recessive","615423","AR","yes","yes","yes","yes"
"ENSG00000126814","TRMT5","Mitochondrial DNA replication and expression","RNA processing","no","AR",272,"no","yes","57570","Combined oxidative phosphorylation deficiency 26, 616539 Y-Autosomal recessive","611023","AR","yes","yes","yes","yes"
"ENSG00000100416","TRMU","Mitochondrial DNA replication and expression","RNA processing","no","AR",272,"yes","yes","55687","Liver failure, transient infantile, 613070 Y-Autosomal recessive; {Deafness, mitochondrial, modifier of}, 580000 Y-Mitochondrial","610230","AR","yes","yes","yes","yes"
"ENSG00000072756","TRNT1","Mitochondrial DNA replication and expression","RNA processing","no","AR",272,"yes","yes","51095","Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay, 616084 Y-Autosomal recessive; Retinitis pigmentosa and erythrocytic microcytosis, 616959 Y-Autosomal recessive","612907","AR","yes","yes","yes","yes"
"ENSG00000123297","TSFM","Mitochondrial DNA replication and expression","Translation regulation","no","AR",272,"yes","yes","10102","Combined oxidative phosphorylation deficiency 3, 610505 Y-Autosomal recessive","604723","AR","yes","yes","yes","yes"
"ENSG00000011295","TTC19","OXPHOS subunits, assembly factors, and electron carriers","CIII assembly factors","no","AR",272,"yes","yes","54902","Mitochondrial complex III deficiency, nuclear type 2, 615157 Y-Autosomal recessive","613814","AR","yes","yes","yes","yes"
"ENSG00000178952","TUFM","Mitochondrial DNA replication and expression","Translation regulation","no","AR",272,"yes","yes","7284","Combined oxidative phosphorylation deficiency 4, 610678 Y-Autosomal recessive","602389","AR","yes","yes","yes","yes"
"ENSG00000107815","TWNK","Mitochondrial DNA replication and expression","Replication, maintenance, and transcription","no","AR/AD",272,"yes","yes","56652","Mitochondrial DNA depletion syndrome 7 (hepatocerebral type), 271245 Y-Autosomal recessive; Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3, 609286 Y-Autosomal dominant; Perrault syndrome 5, 616138 Y-Autosomal recessive","606075","AR+AD","yes","yes","yes","yes"
"ENSG00000100348","TXN2","Metabolism of toxic compounds","Metabolism of toxic compounds","no","AR",272,"yes","yes","25828","?Combined oxidative phosphorylation deficiency 29, 616811 Y-Autosomal recessive","609063","AR","yes","yes","yes","yes"
"ENSG00000265972","TXNIP","Metabolism of toxic compounds","Metabolism of toxic compounds","no","AR",413,"no","no",".",".",".",".","yes","yes","no","no"
"ENSG00000025708","TYMP","Mitochondrial DNA replication and expression","Nucleotide pool maintenance","no","AR",272,"no","yes","1890","Mitochondrial DNA depletion syndrome 1 (MNGIE type), 603041 Y-Autosomal recessive","131222","AR","yes","yes","yes","yes"
"ENSG00000137288","UQCC2","OXPHOS subunits, assembly factors, and electron carriers","CIII assembly factors","no","AR",272,"yes","yes","84300","Mitochondrial complex III deficiency, nuclear type 7, 615824 Y-Autosomal recessive","614461","AR","yes","yes","yes","yes"
"ENSG00000204922","UQCC3","OXPHOS subunits, assembly factors, and electron carriers","CIII assembly factors","no","AR",272,"no","yes","790955","?Mitochondrial complex III deficiency, nuclear type 9, 616111 Y-Autosomal recessive","616097","AR","yes","yes","yes","yes"
"ENSG00000156467","UQCRB","OXPHOS subunits, assembly factors, and electron carriers","CIII subunits","no","AR",272,"yes","yes","7381","Mitochondrial complex III deficiency, nuclear type 3, 615158 Y-Autosomal recessive","191330","AR","yes","yes","yes","yes"
"ENSG00000140740","UQCRC2","OXPHOS subunits, assembly factors, and electron carriers","CIII subunits","no","AR",272,"yes","yes","7385","Mitochondrial complex III deficiency, nuclear type 5, 615160 Y-Autosomal recessive","191329","AR","yes","yes","yes","yes"
"ENSG00000169021","UQCRFS1","OXPHOS subunits, assembly factors, and electron carriers","CIII subunits","no","AR",413,"yes","yes","7386","Mitochondrial complex III deficiency, nuclear type 10, 618775 Y-Autosomal recessive","191327","AR","yes","yes","no","no"
"ENSG00000164405","UQCRQ","OXPHOS subunits, assembly factors, and electron carriers","CIII subunits","no","AR",272,"yes","yes","27089","Mitochondrial complex III deficiency, nuclear type 4, 615159 Y-Autosomal recessive","612080","AR","yes","yes","yes","yes"
"ENSG00000137411","VARS2","Mitochondrial DNA replication and expression","Mitochondrial tRNA synthetases","no","AR",272,"yes","yes","57176","Combined oxidative phosphorylation deficiency 20, 615917 Y-Autosomal recessive","612802","AR","yes","yes","yes","yes"
"ENSG00000129003","VPS13C","Others / Unknown function","Others / Unknown function","no","AR",413,"no","yes","54832","Parkinson disease 23, autosomal recessive, early onset, 616840 Y-Autosomal recessive","608879","AR","no","no","yes","yes"
"ENSG00000116874","WARS2","Mitochondrial DNA replication and expression","Mitochondrial tRNA synthetases","no","AR",272,"yes","yes","10352","Neurodevelopmental disorder, mitochondrial, with abnormal movements and lactic acidosis, with or without seizures, 617710 Y-Autosomal recessive","604733","AR","yes","yes","yes","yes"
"ENSG00000109501","WFS1","Others / Unknown function","Others / Unknown function","no","AR/AD",413,"no","yes","7466","?Cataract 41, 116400 Y-Autosomal dominant; Deafness, autosomal dominant 6/14/38, 600965 Y-Autosomal dominant; {Diabetes mellitus, noninsulin-dependent, association with}, 125853 Y-Autosomal dominant; Wolfram-like syndrome, autosomal dominant, 614296 Y-Autosomal dominant; Wolfram syndrome 1, 222300 Y-Autosomal recessive","606201","AR+AD","no","yes","no","no"
"ENSG00000196236","XPNPEP3","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial membrane phospholipid and import machinery","no","AR",413,"yes","yes","63929","Nephronophthisis-like nephropathy 1, 613159 Y-Autosomal recessive","613553","AR","yes","yes","no","no"
"ENSG00000152422","XRCC4","Mitochondrial DNA replication and expression","DNA repair","no","AR",413,"no","yes","7518","Short stature, microcephaly, and endocrine dysfunction, 616541 Y-Autosomal recessive","194363","AR","no","yes","no","no"
"ENSG00000139131","YARS2","Mitochondrial DNA replication and expression","Mitochondrial tRNA synthetases","no","AR",272,"yes","yes","51067","Myopathy, lactic acidosis, and sideroblastic anemia 2, 613561 Y-Autosomal recessive","610957","AR","yes","yes","yes","yes"
"ENSG00000136758","YME1L1","Mitochondrial dynamics, homeostasis, and quality control ","Morphology","no","AR",272,"yes","yes","10730","?Optic atrophy 11, 617302 Y-Autosomal recessive","607472","AR","yes","yes","yes","yes"
